Amount (copy),Number of Records,Aiddata Id,Amount,Donor,Recipient,Year
$0.0B,1,63829980,$0.0B,Japan,India,01.01.2004
$0.0B,1,57325709,$0.0B,Japan,India,01.01.2004
$0.0B,1,70542653,$0.0B,Japan,India,01.01.2004
$0.0B,1,69632179,$0.0B,Japan,India,01.01.2004
$0.0B,1,54493541,$0.0B,Japan,India,01.01.2004
$0.0B,1,76476423,$0.0B,Japan,India,01.01.2004
$0.0B,1,68504196,$0.0B,Japan,India,01.01.2004
$0.0B,1,55480417,$0.0B,Japan,India,01.01.2004
$0.0B,1,74833051,$0.0B,Japan,India,01.01.2004
$0.0B,1,75482896,$0.0B,Japan,India,01.01.2004
$0.0B,1,55407143,$0.0B,Japan,India,01.01.2004
$0.0B,1,52595952,$0.0B,Japan,India,01.01.2004
$0.0B,1,67591954,$0.0B,Japan,India,01.01.2004
$0.0B,1,56638962,$0.0B,Japan,India,01.01.2004
$0.0B,1,69428304,$0.0B,Japan,India,01.01.2004
$0.0B,1,77197859,$0.0B,Japan,India,01.01.2004
$0.0B,1,64603427,$0.0B,Japan,India,01.01.2004
$0.0B,1,64707758,$0.0B,Japan,India,01.01.2004
$0.0B,1,56536548,$0.0B,Japan,India,01.01.2004
$0.0B,1,81008958,$0.0B,Japan,India,01.01.2004
$0.0B,1,65246156,$0.0B,Japan,India,01.01.2004
$0.0B,1,65279170,$0.0B,Japan,India,01.01.2004
$0.0B,1,61819378,$0.0B,Japan,India,01.01.2004
$0.0B,1,57360037,$0.0B,Japan,India,01.01.2004
$0.0B,1,77399456,$0.0B,Japan,India,01.01.2004
$0.0B,1,58312211,$0.0B,Japan,India,01.01.2004
$0.0B,1,82575207,$0.0B,Japan,India,01.01.2004
$0.0B,1,54527860,$0.0B,Japan,India,01.01.2004
$0.0B,1,56176673,$0.0B,Japan,India,01.01.2004
$0.0B,1,60678547,$0.0B,Japan,India,01.01.2004
$0.0B,1,67322718,$0.0B,Japan,India,01.01.2004
$0.0B,1,72008001,$0.0B,Japan,India,01.01.2004
$0.0B,1,70230313,$0.0B,Japan,India,01.01.2004
$0.0B,1,65078686,$0.0B,Japan,India,01.01.2004
$0.0B,1,82300532,$0.0B,Japan,India,01.01.2004
$0.0B,1,83171400,$0.0B,Japan,India,01.01.2004
$0.0B,1,66759722,$0.0B,Japan,India,01.01.2004
$0.0B,1,79539882,$0.0B,Japan,India,01.01.2004
$0.0B,1,51834001,$0.0B,Japan,India,01.01.2004
$0.0B,1,68290784,$0.0B,Japan,India,01.01.2004
$0.0B,1,50584574,$0.0B,Japan,India,01.01.2004
$0.0B,1,51277454,$0.0B,Japan,India,01.01.2004
$0.0B,1,69203727,$0.0B,Japan,India,01.01.2004
$0.0B,1,62268315,$0.0B,Japan,India,01.01.2004
$0.0B,1,54891720,$0.0B,Japan,India,01.01.2004
$0.0B,1,69426395,$0.0B,Japan,India,01.01.2004
$0.0B,1,53550092,$0.0B,Japan,India,01.01.2004
$0.0B,1,65597491,$0.0B,Japan,India,01.01.2004
$0.0B,1,80731568,$0.0B,Japan,India,01.01.2004
$0.0B,1,68091677,$0.0B,Japan,India,01.01.2004
$0.0B,1,54464983,$0.0B,Japan,India,01.01.2004
$0.0B,1,54717462,$0.0B,Japan,India,01.01.2004
$0.0B,1,56020990,$0.0B,Japan,India,01.01.2004
$0.0B,1,70117417,$0.0B,Japan,India,01.01.2004
$0.0B,1,58652473,$0.0B,Japan,India,01.01.2004
$0.0B,1,74220790,$0.0B,Japan,India,01.01.2004
$0.0B,1,82719964,$0.0B,Japan,India,01.01.2004
$0.0B,1,69531695,$0.0B,Japan,India,01.01.2004
$0.0B,1,64860620,$0.0B,Japan,India,01.01.2004
$0.0B,1,59877146,$0.0B,Japan,India,01.01.2004
$0.0B,1,56799131,$0.0B,Japan,India,01.01.2004
$0.0B,1,80728111,$0.0B,Japan,India,01.01.2004
$0.0B,1,76754158,$0.0B,Japan,India,01.01.2004
$0.0B,1,69103993,$0.0B,Japan,India,01.01.2004
$0.0B,1,82966793,$0.0B,Japan,India,01.01.2004
$0.0B,1,64137964,$0.0B,Japan,India,01.01.2004
$0.0B,1,59486235,$0.0B,Japan,India,01.01.2004
$0.0B,1,72144173,$0.0B,Japan,India,01.01.2004
$0.0B,1,69972040,$0.0B,Japan,India,01.01.2004
$0.0B,1,53893031,$0.0B,Japan,India,01.01.2004
$0.1B,1,77982666,$0.1B,Japan,India,01.01.2004
$0.1B,1,70517056,$0.1B,Japan,India,01.01.2004
$0.1B,1,75618204,$0.1B,Japan,India,01.01.2004
$0.1B,1,58698266,$0.1B,Japan,India,01.01.2004
$0.2B,1,75845795,$0.2B,Japan,India,01.01.2004
$0.3B,1,71224916,$0.3B,Japan,India,01.01.2004
$0.7B,1,50517857,$0.7B,Japan,India,01.01.2004
$0.0B,1,83309191,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83968605,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83498731,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83844546,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,84027027,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83289574,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83618461,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,84025506,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83420848,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83498848,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83432821,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83869779,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83999610,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83511094,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83933037,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,84047775,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83564524,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,84117664,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,83477944,$0.0B,Japan,Korea,01.01.2004
$0.0B,1,84075934,$0.0B,Japan,Korea,01.01.2004
$0.1B,1,84047229,$0.1B,Japan,Korea,01.01.2004
$0.0B,1,83328418,$0.0B,Japan,Kuwait,01.01.2004
$0.0B,1,83630512,$0.0B,Japan,Kuwait,01.01.2004
$0.0B,1,83819664,$0.0B,Japan,Kuwait,01.01.2004
$0.0B,1,83551225,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83744238,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83755860,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83288638,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83809017,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,84059514,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83804181,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83294644,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83757147,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83565109,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83303575,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,84103936,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83486797,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83392105,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83784018,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,84142429,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83448304,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83770134,$0.0B,Japan,Latvia,01.01.2004
$0.0B,1,83603641,$0.0B,Japan,Lithuania,01.01.2004
$0.0B,1,83869233,$0.0B,Japan,Lithuania,01.01.2004
$0.0B,1,83795562,$0.0B,Japan,Lithuania,01.01.2004
$0.0B,1,83378572,$0.0B,Japan,Lithuania,01.01.2004
$0.0B,1,83308333,$0.0B,Japan,Lithuania,01.01.2004
$0.0B,1,83745954,$0.0B,Japan,Lithuania,01.01.2004
$0.0B,1,83381536,$0.0B,Japan,Lithuania,01.01.2004
$0.0B,1,83317849,$0.0B,Japan,Lithuania,01.01.2004
$0.0B,1,83286454,$0.0B,Japan,Lithuania,01.01.2004
$0.0B,1,83393977,$0.0B,Japan,Qatar,01.01.2004
$0.0B,1,83655122,$0.0B,Japan,Qatar,01.01.2004
$0.0B,1,83509300,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,84030069,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83434654,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,84075076,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83285206,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,84031005,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83957685,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83443078,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,84025467,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,84013416,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83897001,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83393548,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83486368,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83590576,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83304277,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83308606,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83292928,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83933115,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83356498,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83666861,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83320540,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83320930,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,84092080,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83603407,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83344720,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83666900,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83537575,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83615224,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,84012129,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83383252,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83933973,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83458639,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,84117859,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83911743,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83499199,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,84131821,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83883351,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83433601,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83909247,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83923872,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83391637,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83381926,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,83974767,$0.0B,Japan,Romania,01.01.2004
$0.0B,1,79709092,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,78327400,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,66406767,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,50263733,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,65116409,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,53823194,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,68308280,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,67005469,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,74290030,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,61006635,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,54821137,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,60533892,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,52083096,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,55252071,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,78059704,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,74107007,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,52952780,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,72808537,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,56345289,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,65804823,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,65141854,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,70040441,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,76506596,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,63802902,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,56098092,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,77931157,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,60838431,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,55129703,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,66034583,$0.0B,Japan,Saudi Arabia,01.01.2004
$0.0B,1,84178972,$0.0B,Japan,Slovak Republic,01.01.2004
$0.0B,1,83432743,$0.0B,Japan,Slovenia,01.01.2004
$0.0B,1,81271700,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,73182868,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,64426442,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,74397976,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,54945528,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,77380872,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,75548586,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,59672347,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,66883049,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,74114895,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,58927225,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,73332554,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,77628576,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,69623465,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,52132461,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,60730559,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,62544282,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,69720700,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,80085407,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,73766704,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,63429736,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,62579995,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,65719596,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,63288750,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,77251472,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,58417606,$0.0B,Japan,South Africa,01.01.2004
$0.0B,1,58127618,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,77554775,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,79458885,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,78391721,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,68258854,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,79210418,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,67998665,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,54848490,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,79222281,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,51657684,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,78925481,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,57353429,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,69506839,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,58767107,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,58475024,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,76682394,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,53938373,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,81737529,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,65516707,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,78861625,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,70059289,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,77417729,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,70174955,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,79089950,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,76679436,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,74448216,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,77134059,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,72152031,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,51338083,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,79976529,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,54539572,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,60013792,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,70061857,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,59490397,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,56338358,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,82409877,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,63125918,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,66320527,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,71598830,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,59638656,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,63773448,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,65481241,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,68342266,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,73315557,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,62871320,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,50925741,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,56673788,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,83175679,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,51195259,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,69815985,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,69487831,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,74059524,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,57032496,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,81415908,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,54760747,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,62466836,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,52799457,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,63834065,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,57283858,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,68439095,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,75639986,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,53515289,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,64270821,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,58223362,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,66442552,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,66073528,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,53355190,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,66502204,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,59621919,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,54255102,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,57785525,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,71557117,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,78467810,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,52724865,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,72261463,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,62426839,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,78688502,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,75079023,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,56966559,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,74544181,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,77204661,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,76375937,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,58651888,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,76625019,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,50375996,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,75765022,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,70708041,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,50171343,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,70426319,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,81606222,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,72170136,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,78686133,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,59178316,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,82087141,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,62724557,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,60628067,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,62562142,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,63498988,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,79369783,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,73850299,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,52623910,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,81463890,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,56278785,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,53819653,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,53718761,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,59135251,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,56763654,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,68171052,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,50204179,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,81757628,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,79490147,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,56275210,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,65965914,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,80098135,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,65702542,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,76084210,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,79118999,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,61027073,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,69366273,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,65197163,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,79500642,$0.0B,Japan,Thailand,01.01.2004
$0.0B,1,50206479,$0.0B,Japan,Thailand,01.01.2004
$0.5B,1,62064705,$0.5B,Japan,Thailand,01.01.2004
$0.0B,1,83895948,$0.0B,Japan,United Arab Emirates,01.01.2004
$0.0B,1,83958738,$0.0B,Japan,United Arab Emirates,01.01.2004
$0.0B,1,83617252,$0.0B,Japan,United Arab Emirates,01.01.2004
$0.0B,1,3112233,$0.0B,Liechtenstein,Austria,01.01.2004
$0.0B,1,3112217,$0.0B,Liechtenstein,Germany,01.01.2004
$0.0B,1,3112321,$0.0B,Liechtenstein,Hungary,01.01.2004
$0.0B,1,3112303,$0.0B,Liechtenstein,Poland,01.01.2004
$0.0B,1,3112301,$0.0B,Liechtenstein,Poland,01.01.2004
$0.0B,1,3112327,$0.0B,Liechtenstein,Romania,01.01.2004
$0.0B,1,3112325,$0.0B,Liechtenstein,Romania,01.01.2004
$0.0B,1,3112305,$0.0B,Liechtenstein,Romania,01.01.2004
$0.0B,1,3112307,$0.0B,Liechtenstein,Romania,01.01.2004
$0.0B,1,3112309,$0.0B,Liechtenstein,Romania,01.01.2004
$0.0B,1,57373305,$0.0B,Luxembourg,Brazil,01.01.2004
$0.0B,1,52149561,$0.0B,Luxembourg,Brazil,01.01.2004
$0.0B,1,58020545,$0.0B,Luxembourg,Brazil,01.01.2004
$0.0B,1,66018354,$0.0B,Luxembourg,Brazil,01.01.2004
$0.0B,1,75953129,$0.0B,Luxembourg,Brazil,01.01.2004
$0.0B,1,65911769,$0.0B,Luxembourg,Brazil,01.01.2004
$0.0B,1,55629754,$0.0B,Luxembourg,Brazil,01.01.2004
$0.0B,1,51893893,$0.0B,Luxembourg,Brazil,01.01.2004
$0.0B,1,53275112,$0.0B,Luxembourg,Brazil,01.01.2004
$0.0B,1,59065706,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,61202960,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,69429510,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,70785755,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,67046954,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,68196054,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,58413721,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,59657052,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,57258669,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,54912419,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,71054731,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,82356132,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,51875530,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,79126077,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,63632483,$0.0B,Luxembourg,Chile,01.01.2004
$0.0B,1,59396691,$0.0B,Luxembourg,Colombia,01.01.2004
$0.0B,1,73441830,$0.0B,Luxembourg,Colombia,01.01.2004
$0.0B,1,54057128,$0.0B,Luxembourg,Colombia,01.01.2004
$0.0B,1,52836159,$0.0B,Luxembourg,Colombia,01.01.2004
$0.0B,1,82134880,$0.0B,Luxembourg,Colombia,01.01.2004
$0.0B,1,66132458,$0.0B,Luxembourg,Colombia,01.01.2004
$0.0B,1,58702319,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,57297794,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,61752400,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,66212532,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,58340613,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,70748308,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,82260737,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,65788796,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,61545739,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,80229961,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,64516233,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,70504495,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,82177301,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,62980764,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,63827251,$0.0B,Luxembourg,India,01.01.2004
$0.0B,1,55026246,$0.0B,Luxembourg,India,01.01.2004
