"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy","Partner Economy Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","203","Czech Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","1434.996117"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","203","Czech Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","743.171704"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","203","Czech Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","743.171704"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","203","Czech Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","466.924517"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","2445.759602"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SA","Manufacturing services on physical inputs owned by others","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","174.506757"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SB","Maintenance and repair services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","4.591034"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","1357.719417"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","105.897826"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE","Construction","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","39.477692"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","2.776351"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","19.06306"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","56.551444"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","120.166156"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","504.184508"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","61.43172"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","0.789845"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","2444.969757"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","802.254722"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","803.044567"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","208","Denmark","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","179.097792"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","233","Estonia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","216.65111"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","233","Estonia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SA","Manufacturing services on physical inputs owned by others","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","25.320385"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","233","Estonia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","114.788157"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","233","Estonia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","12.13807"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","233","Estonia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","0.106907"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","233","Estonia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","1.01101"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","233","Estonia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","25.072735"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","233","Estonia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","34.379995"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","233","Estonia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","0.907397"
